FIESTAS LOCALES DE ANDALUCÍA 2023,,,
ALMERÍA,ABLA,20 DE ABRIL,21 DE ABRIL
ALMERÍA,VÍCAR,19 DE JUNIO,18 DE SEPTIEMBRE
CÁDIZ,ALCALÁ DE LOS GAZULES,24 DE SEPTIEMBRE,12 DE SEPTIEMBRE
CÁDIZ,ALCALÁ DEL VALLE,14 DE ABRIL,16 DE AGOSTO
CÁDIZ,ALGAR,5 DE JUNIO,8 DE SEPTIEMBRE
CÁDIZ,ALGECIRAS,21 DE JUNIO,17 DE JULIO
CÁDIZ,ALGODONALES,5 DE JUNIO,25 DE JULIO
CÁDIZ,ARCOS DE LA FRONTERA,5 DE AGOSTO,29 DE SEPTIEMBRE
CÁDIZ,BARBATE,28 DE ABRIL,16 DE JULIO
CÁDIZ,"BARRIOS, LOS",15 DE MAYO,17 DE JULIO
CÁDIZ,BENALUP-CASAS VIEJAS,20 DE MARZO,31 DE JULIO
CÁDIZ,BENAOCAZ,3 DE FEBRERO,14 DE AGOSTO
CÁDIZ,BORNOS,27 DE FEBRERO,11 DE SEPTIEMBRE
CÁDIZ,"BOSQUE, EL",12 DE JUNIO,13 DE JUNIO
CÁDIZ,CÁDIZ,20 DE FEBRERO,6 DE OCTUBRE
CÁDIZ,CHICLANA DE LA FRONTERA,13 DE JUNIO,8 DE SEPTIEMBRE
CÁDIZ,CHIPIONA,27 DE FEBRERO,8 DE SEPTIEMBRE
CÁDIZ,CONIL DE LA FRONTERA,17 DE JULIO,8 DE SEPTIEMBRE
CÁDIZ,ESPERA,28 DE ABRIL,11 DE SEPTIEMBRE
CÁDIZ,"GASTOR, EL",12 DE JUNIO,7 DE AGOSTO
CÁDIZ,GRAZALEMA,17 DE JULIO,8 DE SEPTIEMBRE
CÁDIZ,JEREZ DE LA FRONTERA,8 DE MAYO,25 DE SEPTIEMBRE
CÁDIZ,JIMENA DE LA FRONTERA,15 DE MAYO,14 DE AGOSTO
CÁDIZ,"LÍNEA DE LA CONCEPCIÓN, LA",20 DE JULIO,24 DE JULIO
CÁDIZ,MEDINA SIDONIA,24 DE ENERO,5 DE JUNIO
CÁDIZ,OLVERA,17 DE ABRIL,28 DE AGOSTO
CÁDIZ,PATERNA DE RIVERA,20 DE ENERO,12 DE JUNIO
CÁDIZ,PRADO DEL REY,22 DE MAYO,17 DE JULIO
CÁDIZ,"PUERTO DE SANTA MARÍA, EL",22 DE MAYO,8 DE SEPTIEMBRE
CÁDIZ,PUERTO REAL,24 DE FEBRERO,5 DE JUNIO
CÁDIZ,PUERTO SERRANO,21 DE FEBRERO,27 DE JUNIO
CÁDIZ,ROTA,28 DE ABRIL,7 DE OCTUBRE
CÁDIZ,SAN FERNANDO,17 DE JULIO,25 DE SEPTIEMBRE
CÁDIZ,SAN JOSÉ DEL VALLE,24 DE MAYO,2 DE JUNIO
CÁDIZ,SAN MARTÍN DEL TESORRILLO,12 DE JUNIO,2 DE OCTUBRE
CÁDIZ,SAN ROQUE,19 DE MAYO,14 DE AGOSTO
CÁDIZ,SANLÚCAR DE BARRAMEDA,12 DE JUNIO,18 DE OCTUBRE
CÁDIZ,SETENIL DE LAS BODEGAS,10 DE ABRIL,15 DE MAYO
CÁDIZ,TARIFA,8 DE SEPTIEMBRE,11 DE SEPTIEMBRE
CÁDIZ,UBRIQUE,5 DE JUNIO,8 DE SEPTIEMBRE
CÁDIZ,VEJER DE LA FRONTERA,21 DE ABRIL,24 DE OCTUBRE
CÁDIZ,VILLALUENGA DEL ROSARIO,4 DE SEPTIEMBRE,5 DE SEPTIEMBRE
CÁDIZ,VILLAMARTIN,8 DE SEPTIEMBRE,25 DE SEPTIEMBRE
CÁDIZ,ZAHARA,12 DE JUNIO,7 DE DICIEMBRE
CÓRDOBA,ADAMUZ,17 DE ABRIL,30 DE NOVIEMBRE
CÓRDOBA,AGUILAR DE LA FRONTERA,7 DE AGOSTO,8 DE SEPTIEMBRE
CÓRDOBA,ALCARACEJOS,24 DE FEBRERO,17 DE JULIO
CÓRDOBA,ALMEDINILLA,23 DE JUNIO,14 DE SEPTIEMBRE
CÓRDOBA,ALMODÓVAR DEL RÍO,6 DE OCTUBRE,9 DE OCTUBRE
CÓRDOBA,AÑORA,10 DE ABRIL,8 DE MAYO
CÓRDOBA,BELMEZ,15 DE MAYO,8 DE SEPTIEMBRE
CÓRDOBA,BENAMEJÍ,25 DE ABRIL,12 DE SEPTIEMBRE
CÓRDOBA,"BLÁZQUEZ, LOS",15 DE MAYO,11 DE AGOSTO
CÓRDOBA,BUJALANCE,13 DE OCTUBRE,7 DE DICIEMBRE
CÓRDOBA,CABRA,24 DE JUNIO,8 DE SEPTIEMBRE
CÓRDOBA,CAÑETE DE LAS TORRES,5 DE MAYO,2 DE OCTUBRE
CÓRDOBA,CARCABUEY,10 DE ABRIL,8 DE SEPTIEMBRE
CÓRDOBA,CARDEÑA,15 DE MAYO,13 DE JUNIO
CÓRDOBA,"CARLOTA, LA",15 DE MAYO,15 DE SEPTIEMBRE
CÓRDOBA,CASTRO DEL RÍO,25 DE ABRIL,15 DE SEPTIEMBRE
CÓRDOBA,CONQUISTA,12 DE MAYO,26 DE JULIO
CÓRDOBA,CÓRDOBA,8 DE SEPTIEMBRE,24 DE OCTUBRE
CÓRDOBA,DOÑA MENCÍA,28 DE ABRIL,15 DE SEPTIEMBRE
CÓRDOBA,DOS TORRES,10 DE ABRIL,8 DE MAYO
CÓRDOBA,ENCINAS REALES,25 DE ABRIL,25 DE SEPTIEMBRE
CÓRDOBA,ESPEJO,24 DE AGOSTO,8 DE SEPTIEMBRE
CÓRDOBA,ESPIEL,3 DE AGOSTO,4 DE AGOSTO
CÓRDOBA,FERNÁN-NÚÑEZ,16 DE FEBRERO,18 DE JULIO
CÓRDOBA,FUENTE CARRETEROS,2 DE OCTUBRE,28 DE DICIEMBRE
CÓRDOBA,FUENTE LA LANCHA,8 DE MAYO,4 DE AGOSTO
CÓRDOBA,FUENTE OBEJUNA,20 DE ENERO,4 DE AGOSTO
CÓRDOBA,FUENTE PALMERA,5 DE JULIO,18 DE AGOSTO
CÓRDOBA,FUENTE-TÓJAR,15 DE MAYO,16 DE MAYO
CÓRDOBA,"GRANJUELA, LA",15 DE MAYO,1 DE SEPTIEMBRE
CÓRDOBA,GUADALCÁZAR,15 DE MAYO,14 DE AGOSTO
CÓRDOBA,LA GUIJARROSA,28 DE JULIO,6 DE OCTUBRE
CÓRDOBA,"GUIJO, EL",10 DE ABRIL,26 DE JULIO
CÓRDOBA,HINOJOSA DEL DUQUE,20 DE FEBRERO,24 DE ABRIL
CÓRDOBA,HORNACHUELOS,11 DE JULIO,2 DE AGOSTO
CÓRDOBA,IZNÁJAR,25 DE ABRIL,8 DE SEPTIEMBRE
CÓRDOBA,LUCENA,8 DE MAYO,8 DE SEPTIEMBRE
CÓRDOBA,MONTEMAYOR,15 DE MAYO,22 DE JUNIO
CÓRDOBA,MONTILLA,14 DE JULIO,4 DE SEPTIEMBRE
CÓRDOBA,MONTORO,24 DE AGOSTO,7 DE OCTUBRE
CÓRDOBA,MONTURQUE,28 DE AGOSTO,14 DE SEPTIEMBRE
CÓRDOBA,MORILES,17 DE JULIO,7 DE OCTUBRE
CÓRDOBA,NUEVA CARTEYA,29 DE JUNIO,7 DE OCTUBRE
CÓRDOBA,OBEJO,7 DE JULIO,4 DE DICIEMBRE
CÓRDOBA,PALENCIANA,16 DE AGOSTO,4 DE DICIEMBRE
CÓRDOBA,PALMA DEL RIO,22 DE MAYO,8 DE SEPTIEMBRE
CÓRDOBA,PEDRO ABAD,18 DE MAYO,14 DE SEPTIEMBRE
CÓRDOBA,PEDROCHE,10 DE ABRIL,8 DE SEPTIEMBRE
CÓRDOBA,PEÑARROYA-PUEBLONUEVO,7 DE OCTUBRE,4 DE DICIEMBRE
CÓRDOBA,POSADAS,8 DE MAYO,8 DE SEPTIEMBRE
CÓRDOBA,POZOBLANCO,13 DE FEBRERO,8 DE MAYO
CÓRDOBA,PRIEGO DE CÓRDOBA,8 DE JUNIO,6 DE SEPTIEMBRE
CÓRDOBA,PUENTE GENIL,25 DE ABRIL,3 DE MAYO
CÓRDOBA,"RAMBLA, LA",15 DE MAYO,10 DE AGOSTO
CÓRDOBA,RUTE,25 DE ABRIL,15 DE MAYO
CÓRDOBA,SAN SEBASTIÁN DE LOS BALLESTEROS,23 DE ENERO,21 DE JULIO
CÓRDOBA,SANTAELLA,15 DE MAYO,8 DE SEPTIEMBRE
CÓRDOBA,TORRECAMPO,2 DE MAYO,15 DE MAYO
CÓRDOBA,VALENZUELA,12 DE JUNIO,14 DE SEPTIEMBRE
CÓRDOBA,VALSEQUILLO,15 DE MAYO,18 DE AGOSTO
CÓRDOBA,"VICTORIA, LA",23 DE JUNIO,8 DE SEPTIEMBRE
CÓRDOBA,VILLA DEL RÍO,15 DE MAYO,8 DE SEPTIEMBRE
CÓRDOBA,VILLAFRANCA DE CÓRDOBA,15 DE MAYO,8 DE SEPTIEMBRE
CÓRDOBA,VILLAHARTA,14 DE JULIO,24 DE OCTUBRE
CÓRDOBA,VILLANUEVA DE CÓRDOBA,29 DE MAYO,29 DE SEPTIEMBRE
CÓRDOBA,VILLANUEVA DEL DUQUE,10 DE ABRIL,13 DE DICIEMBRE
CÓRDOBA,VILLANUEVA DEL REY,25 DE JULIO,18 DE AGOSTO
CÓRDOBA,VILLARALTO,8 DE MAYO,4 DE AGOSTO
CÓRDOBA,VILLAVICIOSA DE CÓRDOBA,20 DE ENERO,8 DE SEPTIEMBRE
CÓRDOBA,"VISO, EL",10 DE ABRIL,26 DE JULIO
CÓRDOBA,ZUHEROS,3 DE MAYO,14 DE SEPTIEMBRE
GRANADA,AGRÓN,2 DE FEBRERO,3 DE MAYO
GRANADA,ALAMEDILLA,17 DE ENERO,25 DE ABRIL
GRANADA,ALBOLOTE,8 DE JUNIO,4 DE AGOSTO
GRANADA,ALBUÑÁN,3 DE FEBRERO,4 DE OCTUBRE
GRANADA,ALBUÑOL,17 DE MARZO,8 DE SEPTIEMBRE
GRANADA,ALBUÑUELAS,20 DE ENERO,14 DE AGOSTO
GRANADA,ALDEIRE,25 DE ABRIL,29 DE MAYO
GRANADA,ALGARINEJO,25 DE ABRIL,15 DE MAYO
GRANADA,ALHAMA DE GRANADA,27 DE FEBRERO,31 DE MARZO
GRANADA,ALHEDIN,16 DE JUNIO,22 DE AGOSTO
GRANADA,ALICÚN DE ORTEGA,12 DE MAYO,16 DE AGOSTO
GRANADA,ALMEGÍJAR,21 DE AGOSTO,14 DE SEPTIEMBRE
GRANADA,ALMUÑÉCAR,20 DE MARZO,24 DE JUNIO
GRANADA,ARENAS DEL REY,20 DE ENERO,15 DE MAYO
GRANADA,ARMILLA,15 DE MAYO,29 DE SEPTIEMBRE
GRANADA,ATARFE,27 DE JULIO,28 DE JULIO
GRANADA,BAZA,8 DE SEPTIEMBRE,4 DE DICIEMBRE
GRANADA,BEAS DE GUADIX,23 DE ENERO,14 DE AGOSTO
GRANADA,BENALÚA DE LAS VILLAS,20 DE ENERO,3 DE MAYO
GRANADA,BENAMAUREL,2 DE MAYO,14 DE AGOSTO
GRANADA,BÉRCHULES,24 DE ABRIL,28 DE JULIO
GRANADA,CACÍN,20 DE ENERO,9 DE OCTUBRE
GRANADA,"CALAHORRA, LA",8 DE MAYO,14 DE AGOSTO
GRANADA,CALICASAS,8 DE JUNIO,6 DE OCTUBRE
GRANADA,CAMPOTÉJAR,2 DE MAYO,28 DE AGOSTO
GRANADA,CANILES,20 DE ENERO,13 DE JUNIO
GRANADA,CÁÑAR,26 DE JULIO,28 DE DICIEMBRE
GRANADA,CAPILEIRA,2 DE MAYO,14 DE AGOSTO
GRANADA,CARATAUNAS,21 DE ABRIL,13 DE OCTUBRE
GRANADA,CASTILLÉJAR,6 DE FEBRERO,8 DE AGOSTO
GRANADA,CASTRIL,9 DE OCTUBRE,16 DE OCTUBRE
GRANADA,CENES DE LA VEGA,8 DE JUNIO,24 DE AGOSTO
GRANADA,CHAUCHINA,25 DE ABRIL,28 DE JULIO
GRANADA,CHIMENEAS,24 DE ENERO,6 DE OCTUBRE
GRANADA,CHURRIANA DE LA VEGA,16 DE AGOSTO,8 DE SEPTIEMBRE
GRANADA,CIJUELA,15 DE SEPTIEMBRE,18 DE SEPTIEMBRE
GRANADA,COLOMERA,14 DE SEPTIEMBRE,15 DE SEPTIEMBRE
GRANADA,CORTES DE BAZA,3 DE MAYO,27 DE SEPTIEMBRE
GRANADA,CORTES Y GRAENA,10 DE AGOSTO,14 DE SEPTIEMBRE
GRANADA,CUEVAS DEL CAMPO,15 DE MAYO,2 DE OCTUBRE
GRANADA,CÚLLAR,3 DE MAYO,28 DE AGOSTO
GRANADA,CÚLLAR VEGA,3 DE MAYO,29 DE SEPTIEMBRE
GRANADA,DARRO,2 DE OCTUBRE,3 DE OCTUBRE
GRANADA,DEHESAS VIEJAS,3 DE MAYO,23 DE OCTUBRE
GRANADA,DEIFONTES,15 DE MAYO,16 DE AGOSTO
GRANADA,DÍLAR,20 DE ENERO,14 DE AGOSTO
GRANADA,DÓLAR,17 DE JULIO,30 DE NOVIEMBRE
GRANADA,DOMINGO PÉREZ,17 DE MARZO,6 DE OCTUBRE
GRANADA,DÚDAR,3 DE FEBRERO,8 DE JUNIO
GRANADA,DÚRCAL,3 DE FEBRERO,31 DE AGOSTO
GRANADA,ESCUZAR,24 DE ABRIL,18 DE AGOSTO
GRANADA,FERREIRA,28 DE ABRIL,4 DE OCTUBRE
GRANADA,FONELAS,31 DE MARZO,6 DE OCTUBRE
GRANADA,FORNES,30 DE MARZO,2 DE OCTUBRE
GRANADA,FUENTE VAQUEROS,25 DE ABRIL,5 DE JUNIO
GRANADA,"GABIAS, LAS",3 DE MAYO,5 DE AGOSTO
GRANADA,GALERA,16 DE FEBRERO,3 DE MAYO
GRANADA,GOBERNADOR,14 DE AGOSTO,16 DE AGOSTO
GRANADA,GÓJAR,8 DE JUNIO,28 DE AGOSTO
GRANADA,GORAFE,3 DE FEBRERO,25 DE ABRIL
GRANADA,GRANADA,3 DE MAYO,8 DE JUNIO
GRANADA,GUADAHORTUNA,9 DE MARZO,8 DE SEPTIEMBRE
GRANADA,GUADIX,19 DE MAYO,14 DE AGOSTO
GRANADA,"GUÁJARES, LOS",3 DE MAYO,10 DE AGOSTO
GRANADA,GUALCHOS,17 DE JULIO,29 DE SEPTIEMBRE
GRANADA,GÜÉJAR SIERRA,9 DE JUNIO,14 DE AGOSTO
GRANADA,GÜEVÉJAR,3 DE MAYO,8 DE JUNIO
GRANADA,HUÉLAGO,25 DE ABRIL,26 DE JUNIO
GRANADA,HUÉNEJA,26 DE MAYO,21 DE NOVIEMBRE
GRANADA,HUÉSCAR,29 DE MAYO,23 DE OCTUBRE
GRANADA,HUÉTOR SANTILLÁN,20 DE ENERO,8 DE JUNIO
GRANADA,HUÉTOR TAJAR,3 DE MAYO,16 DE AGOSTO
GRANADA,HUÉTOR VEGA,3 DE MAYO,16 DE AGOSTO
GRANADA,ÍTRABO,17 DE FEBRERO,25 DE AGOSTO
GRANADA,IZNALLOZ,15 DE MAYO,18 DE AGOSTO
GRANADA,JÁTAR,2 DE MAYO,16 DE OCTUBRE
GRANADA,JEREZ DEL MARQUESADO,2 DE FEBRERO,25 DE ABRIL
GRANADA,JUN,8 DE JUNIO,4 DE SEPTIEMBRE
GRANADA,JUVILES,23 DE ENERO,7 DE AGOSTO
GRANADA,LANJARÓN,22 DE JUNIO,23 DE JUNIO
GRANADA,LANTEIRA,14 DE SEPTIEMBRE,18 DE SEPTIEMBRE
GRANADA,LECRÍN,3 DE MAYO,13 DE OCTUBRE
GRANADA,LOBRAS,19 DE MAYO,28 DE AGOSTO
GRANADA,LOJA,25 DE ABRIL,29 DE AGOSTO
GRANADA,LUGROS,24 DE ABRIL,25 DE ABRIL
GRANADA,MARACENA,31 DE MARZO,16 DE AGOSTO
GRANADA,MARCHAL,14 DE AGOSTO,7 DE DICIEMBRE
GRANADA,MONACHIL,23 DE ENERO,20 DE MARZO
GRANADA,MONTEFRÍO,25 DE ABRIL,15 DE MAYO
GRANADA,MONTEJÍCAR,25 DE ABRIL,15 DE MAYO
GRANADA,MONTILLANA,3 DE MAYO,8 DE AGOSTO
GRANADA,MORELÁBOR,20 DE MARZO,3 DE MAYO
GRANADA,MOTRIL,3 DE MAYO,24 DE JUNIO
GRANADA,MURTAS,8 DE MAYO,2 DE OCTUBRE
GRANADA,NIGÜELAS,25 DE ABRIL,18 DE SEPTIEMBRE
GRANADA,OGÍJARES,8 DE JUNIO,11 DE SEPTIEMBRE
GRANADA,ORCE,20 DE ENERO,16 DE FEBRERO
GRANADA,ÓRGIVA,24 DE MARZO,29 DE SEPTIEMBRE
GRANADA,OTURA,8 DE JUNIO,8 DE SEPTIEMBRE
GRANADA,PADUL,20 DE ENERO,25 DE SEPTIEMBRE
GRANADA,PEDRO MARTINEZ,15 DE MAYO,11 DE AGOSTO
GRANADA,PELIGROS,23 DE ENERO,25 DE MAYO
GRANADA,"PEZA, LA",25 DE ABRIL,13 DE OCTUBRE
GRANADA,"PINAR, EL",3 DE MAYO,16 DE AGOSTO
GRANADA,PINOS GENIL,3 DE MAYO,8 DE JUNIO
GRANADA,PINOS PUENTE,17 DE MAYO,18 DE AGOSTO
GRANADA,POLÍCAR,19 DE JUNIO,21 DE AGOSTO
GRANADA,POLOPOS – LA MAMOLA,3 DE FEBRERO,26 DE JULIO
GRANADA,PÓRTUGOS,20 DE ENERO,9 DE OCTUBRE
GRANADA,PUEBLA DE DON FADRIQUE,29 DE MAYO,28 DE DICIEMBRE
GRANADA,PULIANAS,16 DE FEBRERO,8 DE JUNIO
GRANADA,PURULLENA,18 DE AGOSTO,11 DE NOVIEMBRE
GRANADA,QUÉNTAR,20 DE ENERO,11 DE SEPTIEMBRE
GRANADA,RUBITE,21 DE AGOSTO,9 DE OCTUBRE
GRANADA,SALAR,26 DE JULIO,16 DE OCTUBRE
GRANADA,SALOBREÑA,24 DE JUNIO,7 DE OCTUBRE
GRANADA,SANTA CRUZ DEL COMERCIO,3 DE MAYO,13 DE JUNIO
GRANADA,SANTA FE,17 DE ABRIL,28 DE AGOSTO
GRANADA,"TAHA, LA",24 DE MARZO,16 DE AGOSTO
GRANADA,TORRE CARDELA,15 DE MAYO,14 DE AGOSTO
GRANADA,TORRENUEVA COSTA,17 DE JULIO,9 DE OCTUBRE
GRANADA,TREVÉLEZ,19 DE JUNIO,23 DE OCTUBRE
GRANADA,TURÓN,25 DE ABRIL,26 DE ABRIL
GRANADA,UGÍJAR,11 DE OCTUBRE,13 DE OCTUBRE
GRANADA,VALLE DEL ZABALÍ,24 DE ABRIL,18 DE SEPTIEMBRE
GRANADA,"VALLE, EL",6 DE OCTUBRE,26 DE DICIEMBRE
GRANADA,VALDERRUBIO,8 DE SEPTIEMBRE,18 DE DICIEMBRE
GRANADA,VÁLOR,14 DE SEPTIEMBRE,15 DE SEPTIEMBRE
GRANADA,VEGAS DEL GENIL,31 DE MARZO,6 DE OCTUBRE
GRANADA,VÉLEZ DE BENAUDALLA,12 DE JUNIO,13 DE JUNIO
GRANADA,VILLAMENA,16 DE MAYO,16 DE AGOSTO
GRANADA,VILLANUEVA DE LAS TORRES,3 DE FEBRERO,7 DE AGOSTO
GRANADA,VILLANUEVA MESÍA,25 DE ABRIL,23 DE OCTUBRE
GRANADA,VÍZNAR,3 DE FEBRERO,8 DE JUNIO
GRANADA,ZAFARRAYA,25 DE ABRIL,3 DE MAYO
GRANADA,ZAGRA,10 DE AGOSTO,11 DE SEPTIEMBRE
GRANADA,"ZUBIA, LA",16 DE MAYO,8 DE JUNIO
HUELVA,ALJARAQUE,8 DE MAYO,5 DE JUNIO
HUELVA,ALMONASTER LA REAL,8 DE MAYO,22 DE MAYO
HUELVA,ALMONTE,29 DE MAYO,3 DE JULIO
HUELVA,ALOSNO,5 DE JUNIO,4 DE DICIEMBRE
HUELVA,ARACENA,3 DE FEBRERO,28 DE AGOSTO
HUELVA,AROCHE,22 DE MAYO,26 DE AGOSTO
HUELVA,AYAMONTE,22 DE FEBRERO,8 DE SEPTIEMBRE
HUELVA,BEAS,14 DE AGOSTO,24 DE AGOSTO
HUELVA,BERROCAL,2 DE MAYO,14 DE AGOSTO
HUELVA,BOLLULLOS PAR DEL CONDADO,3 DE JULIO,12 DE SEPTIEMBRE
HUELVA,BONARES,19 DE MAYO,23 DE OCTUBRE
HUELVA,CALA,8 DE SEPTIEMBRE,11 DE SEPTIEMBRE
HUELVA,CALAÑAS,10 DE ABRIL,7 DE AGOSTO
HUELVA,"CAMPILLO, EL",8 DE MAYO,24 DE JULIO
HUELVA,CAMPOFRÍO,5 DE JUNIO,25 DE JULIO
HUELVA,CAÑAVERAL DE LEÓN,18 DE JULIO,19 DE JULIO
HUELVA,CARTAYA,28 DE SEPTIEMBRE,29 DE SEPTIEMBRE
HUELVA,CASTAÑO DEL ROBLEDO,29 DE JUNIO,8 DE SEPTIEMBRE
HUELVA,"CERRO DE ANDÉVALO, EL",8 DE MAYO,7 DE AGOSTO
HUELVA,CHUCENA,12 DE MAYO,16 DE AGOSTO
HUELVA,CORTECONCEPCIÓN,7 DE AGOSTO,4 DE SEPTIEMBRE
